Summons_Number,Plate_ID,Registration_State,Plate_Type,Issue_Date,Violation_Code,Vehicle_Body_Type,Vehicle_Make,Vehicle_Color,Vehicle_Year,Violation_Description,Street_Name,Violation_County,Fine_Amount,Month,Month_Name,Quarter,Day_of_Week,Day_Num,Week_Num,Is_Weekend,Fine_Category,Vehicle_Age,Vehicle_Age_Group,Vehicle_Type_Group,Is_OutOfState,State_Group,Plate_Category,Street_Type,Street_Total_Revenue,Street_Ticket_Count,Ticket_Count_Per_Plate,Is_Repeat_Offender,Offender_Tier,Violation_Severity,Is_Avoidable,Data_Completeness_Score,Is_Complete_Record
3764023878,LEM9914,NJ,PAS,,40,VAN,HYUNDAI,GREEN,1998.0,Fire Hydrant,AMSTERDAM AVE,Bronx,115.0,,,,,,,0,High,16.0,16+,Commercial,1,Tri-State,Passenger,AVE,58295.0,663.0,1.0,0,1-2,Safety-Critical,0,29,1
4403354564,TJL4909,UNKNOWN,IRP,,14,SDN,BMW,BLACK,2002.0,No Standing - Day/Time Limits,GRAND CONCOURSE,Bronx,115.0,,,,,,,0,High,12.0,11-15,OTHER,1,Other,Other,CONCOURSE,61160.0,714.0,1.0,0,1-2,Standard,1,29,1
2583472482,BMD6796,CT,PAS,,14,SDN,HONDA,WHITE,1999.0,No Standing - Day/Time Limits,NOSTRAND AVE,,115.0,,,,,,,0,High,15.0,11-15,OTHER,1,Tri-State,Passenger,AVE,60875.0,705.0,1.0,0,1-2,Standard,1,28,1
8282124062,TKY4438,NY,PAS,,21,SUV,HYUNDAI,BLACK,2001.0,No Parking - Street Cleaning,FULTON ST,Manhattan,65.0,,,,,,,0,Medium,13.0,11-15,OTHER,0,NY,Passenger,ST,58275.0,675.0,1.0,0,1-2,Standard,1,29,1
4792544000,MCG8117,NJ,APP,,46,MC,MERCEDES,WHITE,2005.0,Double Parking,JAMAICA AVE,Manhattan,115.0,,,,,,,0,High,9.0,6-10,OTHER,1,Tri-State,Other,AVE,59330.0,692.0,1.0,0,1-2,Safety-Critical,0,29,1
9022086330,DEW5297,NY,COM,2014-05-25,46,PICK,TOYOTA,GRAY,,Double Parking,GRAND CONCOURSE,Staten Island,115.0,5.0,May,2.0,Sunday,6.0,21,1,High,,,Commercial,0,NY,Other,CONCOURSE,61160.0,714.0,1.0,0,1-2,Safety-Critical,0,33,1
6970667812,SQC4594,PA,PAS,,21,VAN,NISSAN,YELLOW,2014.0,No Parking - Street Cleaning,BROADWAY,Manhattan,65.0,,,,,,,0,Medium,0.0,0-5,Commercial,1,Other,Passenger,BROADWAY,59700.0,710.0,1.0,0,1-2,Standard,1,29,1
1164565091,NBP9365,UNKNOWN,PAS,,98,SUV,NISSAN,BLACK,2000.0,Blocking Intersection,COLUMBUS AVE,Queens,115.0,,,,,,,0,High,14.0,11-15,OTHER,1,Other,Passenger,AVE,54800.0,650.0,1.0,0,1-2,Standard,0,29,1
3890561281,PER0922,UNKNOWN,OMS,,21,SUBN,HONDA,SILVER,2007.0,No Parking - Street Cleaning,LEXINGTON AVE,Queens,65.0,,,,,,,0,Medium,7.0,6-10,Passenger,1,Other,Other,AVE,59390.0,696.0,1.0,0,1-2,Standard,1,29,1
6016176766,KLM3868,NY,PAS,2014-03-29,74,SUV,FORD,BROWN,2000.0,Missing Required Equipment,NOSTRAND AVE,Queens,65.0,3.0,March,1.0,Saturday,5.0,13,1,Medium,14.0,11-15,OTHER,0,NY,Passenger,AVE,60875.0,705.0,1.0,0,1-2,Standard,0,36,1
8501043530,UCN5334,NY,OMS,2014-04-15,21,VAN,MERCEDES,SILVER,2003.0,No Parking - Street Cleaning,ATLANTIC AVE,Staten Island,65.0,4.0,April,2.0,Tuesday,1.0,16,0,Medium,11.0,11-15,Commercial,0,NY,Other,AVE,56870.0,658.0,1.0,0,1-2,Standard,1,36,1
8956347883,ZPQ4508,NY,PAS,,74,SUV,TOYOTA,BLACK,2008.0,Missing Required Equipment,BEDFORD AVE,Brooklyn,65.0,,,,,,,0,Medium,6.0,6-10,OTHER,0,NY,Passenger,AVE,59825.0,695.0,1.0,0,1-2,Standard,0,29,1
6447403415,,NY,OMT,,21,SDN,VOLKSWAGEN,WHITE,1999.0,No Parking - Street Cleaning,BROADWAY,Brooklyn,65.0,,,,,,,0,Medium,15.0,11-15,OTHER,0,NY,Other,BROADWAY,59700.0,710.0,0.0,0,,Standard,1,27,1
7543747200,XLJ3560,NY,PAS,2014-05-29,37,SDN,TOYOTA,WHITE,2004.0,Expired Muni Meter,FULTON ST,Manhattan,65.0,5.0,May,2.0,Thursday,3.0,22,0,Medium,10.0,6-10,OTHER,0,NY,Passenger,ST,58275.0,675.0,1.0,0,1-2,Standard,1,36,1
2692504896,VUC3369,CT,SRF,2013-09-23,14,SUBN,OTHER,SILVER,2007.0,No Standing - Day/Time Limits,FORDHAM RD,Brooklyn,115.0,9.0,September,3.0,Monday,0.0,39,0,High,7.0,6-10,Passenger,1,Tri-State,Other,RD,61945.0,723.0,1.0,0,1-2,Standard,1,36,1
5897783830,VKH5190,NY,PAS,,37,VAN,TOYOTA,BLUE,2009.0,Expired Muni Meter,PARK AVE,Manhattan,65.0,,,,,,,0,Medium,5.0,0-5,Commercial,0,NY,Passenger,AVE,57350.0,660.0,1.0,0,1-2,Standard,1,29,1
7920856274,UYG5050,NY,COM,2013-12-27,14,SDN,BMW,WHITE,2014.0,No Standing - Day/Time Limits,NOSTRAND AVE,Brooklyn,115.0,12.0,December,4.0,Friday,4.0,52,0,High,0.0,0-5,OTHER,0,NY,Other,AVE,60875.0,705.0,1.0,0,1-2,Standard,1,36,1
5087262067,MGW5745,NJ,pas,2013-10-18,21,DELV,NISSAN,RED,2000.0,No Parking - Street Cleaning,FORDHAM RD,Bronx,65.0,10.0,October,4.0,Friday,4.0,42,0,Medium,14.0,11-15,Commercial,1,Tri-State,Other,RD,61945.0,723.0,1.0,0,1-2,Standard,1,36,1
8931701298,UWE7248,NY,PAS,2014-05-18,37,DELV,CHEVROLET,BLACK,,Expired Muni Meter,BROADWAY,Bronx,65.0,5.0,May,2.0,Sunday,6.0,20,1,Medium,,,Commercial,0,NY,Passenger,BROADWAY,59700.0,710.0,1.0,0,1-2,Standard,1,33,1
8685994713,QDP2678,UNKNOWN,COM,2013-09-16,21,VAN,FORD,WHITE,2001.0,No Parking - Street Cleaning,FORDHAM RD,Manhattan,65.0,9.0,September,3.0,Monday,0.0,38,0,Medium,13.0,11-15,Commercial,1,Other,Other,RD,61945.0,723.0,1.0,0,1-2,Standard,1,36,1
5039868690,JYX8637,NY,PAS,2014-01-27,19,VAN,JEEP,BLACK,,No Standing - Bus Stop,JAMAICA AVE,Brooklyn,115.0,1.0,January,1.0,Monday,0.0,5,0,High,,,Commercial,0,NY,Passenger,AVE,59330.0,692.0,1.0,0,1-2,Standard,1,33,1
5737789650,EBC7337,NJ,COM,,21,sdn,TOYOTA,ORANGE,2009.0,No Parking - Street Cleaning,ATLANTIC AVE,Bronx,65.0,,,,,,,0,Medium,5.0,0-5,OTHER,1,Tri-State,Other,AVE,56870.0,658.0,1.0,0,1-2,Standard,1,29,1
2739036806,VLN8364,NJ,PAS,2014-06-17,20,PICK,FORD,BROWN,2003.0,No Parking - Day/Time Limits,GRAND CONCOURSE,Manhattan,65.0,6.0,June,2.0,Tuesday,1.0,25,0,Medium,11.0,11-15,Commercial,1,Tri-State,Passenger,CONCOURSE,61160.0,714.0,1.0,0,1-2,Standard,1,36,1
2119819986,BCN0145,NY,,,37,SDN,OTHER,BLACK,2011.0,Expired Muni Meter,RICHMOND AVE,Manhattan,65.0,,,,,,,0,Medium,3.0,0-5,OTHER,0,NY,Other,AVE,58315.0,661.0,1.0,0,1-2,Standard,1,28,1
9229145004,CME9953,UNKNOWN,PAS,2013-10-20,14,SDN,OTHER,WHITE,2007.0,No Standing - Day/Time Limits,NOSTRAND AVE,Manhattan,115.0,10.0,October,4.0,Sunday,6.0,42,1,High,7.0,6-10,OTHER,1,Other,Passenger,AVE,60875.0,705.0,1.0,0,1-2,Standard,1,36,1
8565577212,FPR4760,NY,PAS,2013-08-14,40,SUBN,FORD,BLACK,2013.0,Fire Hydrant,BROADWAY,Queens,115.0,8.0,August,3.0,Wednesday,2.0,33,0,High,1.0,0-5,Passenger,0,NY,Passenger,BROADWAY,59700.0,710.0,1.0,0,1-2,Safety-Critical,0,36,1
9298568776,SWF2946,NY,PAS,2013-08-21,37,SUV,HONDA,,,Expired Muni Meter,JAMAICA AVE,Manhattan,65.0,8.0,August,3.0,Wednesday,2.0,34,0,Medium,,,OTHER,0,NY,Passenger,AVE,59330.0,692.0,1.0,0,1-2,Standard,1,32,1
9353816138,HEW2134,NY,,,71,TAXI,FORD,GREEN,2008.0,Inspection Sticker Expired,FLATBUSH AVE,Staten Island,65.0,,,,,,,0,Medium,6.0,6-10,OTHER,0,NY,Other,AVE,58250.0,690.0,1.0,0,1-2,Standard,1,28,1
2671071007,EXH3106,PA,PAS,,19,SUV,LEXUS,ORANGE,2003.0,No Standing - Bus Stop,NOSTRAND AVE,Brooklyn,115.0,,,,,,,0,High,11.0,11-15,OTHER,1,Other,Passenger,AVE,60875.0,705.0,1.0,0,1-2,Standard,1,29,1
6033088298,KEQ7764,NY,,2014-04-28,14,SDN,HONDA,BLUE,2012.0,No Standing - Day/Time Limits,RICHMOND AVE,Brooklyn,115.0,4.0,April,2.0,Monday,0.0,18,0,High,2.0,0-5,OTHER,0,NY,Other,AVE,58315.0,661.0,1.0,0,1-2,Standard,1,35,1
3983274325,GKV3786,NY,PAS,2014-01-13,20,TAXI,AUDI,SILVER,2011.0,No Parking - Day/Time Limits,ATLANTIC AVE,Manhattan,65.0,1.0,January,1.0,Monday,0.0,3,0,Medium,3.0,0-5,OTHER,0,NY,Passenger,AVE,56870.0,658.0,1.0,0,1-2,Standard,1,36,1
8243193820,KQB0763,NY,COM,2013-12-27,14,SUV,NISSAN,WHITE,2008.0,No Standing - Day/Time Limits,HILLSIDE AVE,,115.0,12.0,December,4.0,Friday,4.0,52,0,High,6.0,6-10,OTHER,0,NY,Other,AVE,58535.0,679.0,1.0,0,1-2,Standard,1,35,1
1439034681,LHF9952,NY,PAS,,40,SUV,FORD,WHITE,2003.0,Fire Hydrant,GRAND CONCOURSE,Queens,115.0,,,,,,,0,High,11.0,11-15,OTHER,0,NY,Passenger,CONCOURSE,61160.0,714.0,1.0,0,1-2,Safety-Critical,0,29,1
8347036704,RMB7188,NY,PAS,,37,SUV,MERCEDES,SILVER,2011.0,Expired Muni Meter,FULTON ST,Queens,65.0,,,,,,,0,Medium,3.0,0-5,OTHER,0,NY,Passenger,ST,58275.0,675.0,1.0,0,1-2,Standard,1,29,1
6880804196,LFA6076,NY,PAS,,14,DELV,OTHER,SILVER,2005.0,No Standing - Day/Time Limits,LEXINGTON AVE,Queens,115.0,,,,,,,0,High,9.0,6-10,Commercial,0,NY,Passenger,AVE,59390.0,696.0,1.0,0,1-2,Standard,1,29,1
8068746644,SFE0844,NY,pas,,14,SDN,TOYOTA,GREEN,2001.0,No Standing - Day/Time Limits,5TH AVE,Queens,115.0,,,,,,,0,High,13.0,11-15,OTHER,0,NY,Other,AVE,58895.0,683.0,1.0,0,1-2,Standard,1,29,1
7523776106,FZP4910,MA,COM,2013-11-19,14,SDN,DODGE,BLACK,2003.0,No Standing - Day/Time Limits,PARK AVE,Bronx,115.0,11.0,November,4.0,Tuesday,1.0,47,0,High,11.0,11-15,OTHER,1,Other,Other,AVE,57350.0,660.0,1.0,0,1-2,Standard,1,36,1
9402068322,GDK5677,UNKNOWN,PAS,2014-05-27,37,SUV,MERCEDES,WHITE,2008.0,Expired Muni Meter,MADISON AVE,,65.0,5.0,May,2.0,Tuesday,1.0,22,0,Medium,6.0,6-10,OTHER,1,Other,Passenger,AVE,58890.0,676.0,1.0,0,1-2,Standard,1,35,1
7694500686,HYH9004,CT,PAS,2013-08-13,19,PICK,OTHER,GRAY,2013.0,No Standing - Bus Stop,HILLSIDE AVE,Queens,115.0,8.0,August,3.0,Tuesday,1.0,33,0,High,1.0,0-5,Commercial,1,Tri-State,Passenger,AVE,58535.0,679.0,1.0,0,1-2,Standard,1,36,1
9657075293,TQB0323,NY,PAS,,38,SDN,OTHER,ORANGE,,Failure to Display Muni Meter Receipt,PARK AVE,Manhattan,65.0,,,,,,,0,Medium,,,OTHER,0,NY,Passenger,AVE,57350.0,660.0,1.0,0,1-2,Standard,0,26,1
8215987738,NFZ7939,NY,PAS,,20,SDN,TOYOTA,BLUE,2008.0,No Parking - Day/Time Limits,PARK AVE,Manhattan,65.0,,,,,,,0,Medium,6.0,6-10,OTHER,0,NY,Passenger,AVE,57350.0,660.0,1.0,0,1-2,Standard,1,29,1
8837722577,LTN6004,NJ,PAS,,37,VAN,HONDA,WHITE,1998.0,Expired Muni Meter,HILLSIDE AVE,Manhattan,65.0,,,,,,,0,Medium,16.0,16+,Commercial,1,Tri-State,Passenger,AVE,58535.0,679.0,1.0,0,1-2,Standard,1,29,1
1962960506,FNL4882,NY,PAS,,38,VAN,HONDA,GREEN,1998.0,Failure to Display Muni Meter Receipt,BROADWAY,Queens,65.0,,,,,,,0,Medium,16.0,16+,Commercial,0,NY,Passenger,BROADWAY,59700.0,710.0,1.0,0,1-2,Standard,0,29,1
6128876188,JNW3428,NY,PAS,,21,SUV,LEXUS,GRAY,2009.0,No Parking - Street Cleaning,HILLSIDE AVE,Brooklyn,65.0,,,,,,,0,Medium,5.0,0-5,OTHER,0,NY,Passenger,AVE,58535.0,679.0,1.0,0,1-2,Standard,1,29,1
3478044003,UGP3596,NJ,PAS,,21,DELV,VOLKSWAGEN,,2005.0,No Parking - Street Cleaning,BEDFORD AVE,Brooklyn,65.0,,,,,,,0,Medium,9.0,6-10,Commercial,1,Tri-State,Passenger,AVE,59825.0,695.0,1.0,0,1-2,Standard,1,28,1
3079834001,BGW0764,NY,PAS,2014-06-19,21,SDN,BMW,BLACK,,No Parking - Street Cleaning,FORDHAM RD,Bronx,65.0,6.0,June,2.0,Thursday,3.0,25,0,Medium,,,OTHER,0,NY,Passenger,RD,61945.0,723.0,1.0,0,1-2,Standard,1,33,1
1201390335,RGN5017,NY,COM,2013-07-14,20,SUV,TOYOTA,SILVER,2001.0,No Parking - Day/Time Limits,FLATBUSH AVE,Bronx,65.0,7.0,July,3.0,Sunday,6.0,28,1,Medium,13.0,11-15,OTHER,0,NY,Other,AVE,58250.0,690.0,1.0,0,1-2,Standard,1,36,1
8321571123,BNU4799,NY,PAS,,71,SUV,TOYOTA,SILVER,2008.0,Inspection Sticker Expired,FULTON ST,Bronx,65.0,,,,,,,0,Medium,6.0,6-10,OTHER,0,NY,Passenger,ST,58275.0,675.0,1.0,0,1-2,Standard,1,29,1
3499572011,SQW7474,CT,PAS,,40,SUV,JEEP,RED,2012.0,Fire Hydrant,5TH AVE,Brooklyn,115.0,,,,,,,0,High,2.0,0-5,OTHER,1,Tri-State,Passenger,AVE,58895.0,683.0,1.0,0,1-2,Safety-Critical,0,29,1
1161879668,,CT,PAS,2013-10-14,14,SDN,OTHER,,2011.0,No Standing - Day/Time Limits,BROADWAY,Queens,115.0,10.0,October,4.0,Monday,0.0,42,0,High,3.0,0-5,OTHER,1,Tri-State,Passenger,BROADWAY,59700.0,710.0,0.0,0,,Standard,1,33,1
8896567172,,NJ,APP,2014-03-23,19,SUV,HONDA,WHITE,,No Standing - Bus Stop,FLATBUSH AVE,Manhattan,115.0,3.0,March,1.0,Sunday,6.0,12,1,High,,,OTHER,1,Tri-State,Other,AVE,58250.0,690.0,0.0,0,,Standard,1,31,1
6197708712,GMQ2973,NY,PAS,,71,SDN,TOYOTA,BLACK,2004.0,Inspection Sticker Expired,5TH AVE,Manhattan,65.0,,,,,,,0,Medium,10.0,6-10,OTHER,0,NY,Passenger,AVE,58895.0,683.0,1.0,0,1-2,Standard,1,29,1
2321048099,WXQ9662,CT,COM,2014-03-18,38,VAN,FORD,GREEN,2014.0,Failure to Display Muni Meter Receipt,BROADWAY,Manhattan,65.0,3.0,March,1.0,Tuesday,1.0,12,0,Medium,0.0,0-5,Commercial,1,Tri-State,Other,BROADWAY,59700.0,710.0,1.0,0,1-2,Standard,0,36,1
6691888184,RAT2824,MD,,,40,VAN,TOYOTA,RED,1998.0,Fire Hydrant,COLUMBUS AVE,Brooklyn,115.0,,,,,,,0,High,16.0,16+,Commercial,1,Other,Other,AVE,54800.0,650.0,1.0,0,1-2,Safety-Critical,0,28,1
2948526738,BZK5289,NJ,PAS,,21,,LEXUS,GRAY,2011.0,No Parking - Street Cleaning,BEDFORD AVE,Brooklyn,65.0,,,,,,,0,Medium,3.0,0-5,OTHER,1,Tri-State,Passenger,AVE,59825.0,695.0,1.0,0,1-2,Standard,1,28,1
2407744889,RZB6833,NY,APP,2013-11-29,21,SUV,BMW,WHITE,2004.0,No Parking - Street Cleaning,LEXINGTON AVE,Bronx,65.0,11.0,November,4.0,Friday,4.0,48,0,Medium,10.0,6-10,OTHER,0,NY,Other,AVE,59390.0,696.0,1.0,0,1-2,Standard,1,36,1
1460515948,ENY5204,CT,PAS,2014-05-27,21,SUV,NISSAN,WHITE,2008.0,No Parking - Street Cleaning,BEDFORD AVE,Manhattan,65.0,5.0,May,2.0,Tuesday,1.0,22,0,Medium,6.0,6-10,OTHER,1,Tri-State,Passenger,AVE,59825.0,695.0,1.0,0,1-2,Standard,1,36,1
4130741146,ERP0738,NJ,COM,2013-07-28,40,TAXI,CHEVROLET,BLACK,2001.0,Fire Hydrant,BROADWAY,Queens,115.0,7.0,July,3.0,Sunday,6.0,30,1,High,13.0,11-15,OTHER,1,Tri-State,Other,BROADWAY,59700.0,710.0,1.0,0,1-2,Safety-Critical,0,36,1
4805765751,NVT8098,FL,OMS,2013-10-31,46,SUBN,FORD,WHITE,2004.0,Double Parking,BEDFORD AVE,Brooklyn,115.0,10.0,October,4.0,Thursday,3.0,44,0,High,10.0,6-10,Passenger,1,Other,Other,AVE,59825.0,695.0,1.0,0,1-2,Safety-Critical,0,36,1
8806269776,TBC4543,NJ,PAS,,21,VAN,HONDA,GRAY,2000.0,No Parking - Street Cleaning,ATLANTIC AVE,Manhattan,65.0,,,,,,,0,Medium,14.0,11-15,Commercial,1,Tri-State,Passenger,AVE,56870.0,658.0,1.0,0,1-2,Standard,1,29,1
3252816770,SCH4841,CT,PAS,2014-01-14,21,SDN,AUDI,,2003.0,No Parking - Street Cleaning,PARK AVE,Brooklyn,65.0,1.0,January,1.0,Tuesday,1.0,3,0,Medium,11.0,11-15,OTHER,1,Tri-State,Passenger,AVE,57350.0,660.0,1.0,0,1-2,Standard,1,35,1
7125697460,FYE7976,NJ,pas,2013-08-27,40,SDN,HYUNDAI,BLACK,2008.0,Fire Hydrant,ATLANTIC AVE,Manhattan,115.0,8.0,August,3.0,Tuesday,1.0,35,0,High,6.0,6-10,OTHER,1,Tri-State,Other,AVE,56870.0,658.0,1.0,0,1-2,Safety-Critical,0,36,1
8952386765,TJF4339,NY,COM,,38,SDN,FORD,GREEN,2002.0,Failure to Display Muni Meter Receipt,HILLSIDE AVE,Queens,65.0,,,,,,,0,Medium,12.0,11-15,OTHER,0,NY,Other,AVE,58535.0,679.0,1.0,0,1-2,Standard,0,29,1
1196675873,UFD0672,NY,APP,2014-03-13,46,SUV,FORD,RED,2003.0,Double Parking,FORDHAM RD,Brooklyn,115.0,3.0,March,1.0,Thursday,3.0,11,0,High,11.0,11-15,OTHER,0,NY,Other,RD,61945.0,723.0,1.0,0,1-2,Safety-Critical,0,36,1
4636141134,BXM5588,NY,PAS,2014-05-23,46,VAN,TOYOTA,WHITE,2012.0,Double Parking,ATLANTIC AVE,Manhattan,115.0,5.0,May,2.0,Friday,4.0,21,0,High,2.0,0-5,Commercial,0,NY,Passenger,AVE,56870.0,658.0,1.0,0,1-2,Safety-Critical,0,36,1
5763568393,CSB5564,NY,PAS,,40,VAN,TOYOTA,SILVER,2008.0,Fire Hydrant,FORDHAM RD,,115.0,,,,,,,0,High,6.0,6-10,Commercial,0,NY,Passenger,RD,61945.0,723.0,1.0,0,1-2,Safety-Critical,0,28,1
4403565157,DVW5659,NJ,PAS,,14,VAN,NISSAN,,2006.0,No Standing - Day/Time Limits,FULTON ST,Brooklyn,115.0,,,,,,,0,High,8.0,6-10,Commercial,1,Tri-State,Passenger,ST,58275.0,675.0,1.0,0,1-2,Standard,1,28,1
2519815008,AQA1260,NY,COM,2014-03-28,21,PICK,BMW,RED,2008.0,No Parking - Street Cleaning,PARK AVE,Bronx,65.0,3.0,March,1.0,Friday,4.0,13,0,Medium,6.0,6-10,Commercial,0,NY,Other,AVE,57350.0,660.0,1.0,0,1-2,Standard,1,36,1
7256190993,ZDM9119,NY,COM,,40,SDN,CHEVROLET,WHITE,,Fire Hydrant,FORDHAM RD,Brooklyn,115.0,,,,,,,0,High,,,OTHER,0,NY,Other,RD,61945.0,723.0,1.0,0,1-2,Safety-Critical,0,26,1
9848243913,HNT0433,NY,PAS,,19,DELV,LEXUS,GRAY,2002.0,No Standing - Bus Stop,BROADWAY,Queens,115.0,,,,,,,0,High,12.0,11-15,Commercial,0,NY,Passenger,BROADWAY,59700.0,710.0,1.0,0,1-2,Standard,1,29,1
3053053746,WWL0316,NY,PAS,,83,SUBN,BMW,SILVER,2013.0,Improper Registration,NOSTRAND AVE,Queens,65.0,,,,,,,0,Medium,1.0,0-5,Passenger,0,NY,Passenger,AVE,60875.0,705.0,1.0,0,1-2,Standard,0,29,1
6461832733,LWK1395,CT,OMS,,38,SDN,CHEVROLET,WHITE,2003.0,Failure to Display Muni Meter Receipt,LEXINGTON AVE,Bronx,65.0,,,,,,,0,Medium,11.0,11-15,OTHER,1,Tri-State,Other,AVE,59390.0,696.0,1.0,0,1-2,Standard,0,29,1
1557383228,KRX5370,CT,COM,2014-01-15,19,VAN,HONDA,,2009.0,No Standing - Bus Stop,JAMAICA AVE,Bronx,115.0,1.0,January,1.0,Wednesday,2.0,3,0,High,5.0,0-5,Commercial,1,Tri-State,Other,AVE,59330.0,692.0,1.0,0,1-2,Standard,1,35,1
6790974226,BDF7796,PA,PAS,2014-04-18,38,SUV,OTHER,BLACK,2013.0,Failure to Display Muni Meter Receipt,FULTON ST,Queens,65.0,4.0,April,2.0,Friday,4.0,16,0,Medium,1.0,0-5,OTHER,1,Other,Passenger,ST,58275.0,675.0,1.0,0,1-2,Standard,0,36,1
7133865128,DRV6826,NY,PAS,,21,SUV,MERCEDES,GRAY,2011.0,No Parking - Street Cleaning,HILLSIDE AVE,Queens,65.0,,,,,,,0,Medium,3.0,0-5,OTHER,0,NY,Passenger,AVE,58535.0,679.0,1.0,0,1-2,Standard,1,29,1
7470108123,PPG6338,NY,PAS,,36,SDN,TOYOTA,GREEN,2009.0,Exceeding Parking Time Limit,FULTON ST,Bronx,65.0,,,,,,,0,Medium,5.0,0-5,OTHER,0,NY,Passenger,ST,58275.0,675.0,1.0,0,1-2,Standard,0,29,1
7194208236,NHY2827,TX,COM,,21,SUV,NISSAN,WHITE,1998.0,No Parking - Street Cleaning,BEDFORD AVE,Brooklyn,65.0,,,,,,,0,Medium,16.0,16+,OTHER,1,Other,Other,AVE,59825.0,695.0,1.0,0,1-2,Standard,1,29,1
1719792989,YEM9643,NY,PAS,2014-06-15,38,SDN,CHEVROLET,BLACK,2005.0,Failure to Display Muni Meter Receipt,FORDHAM RD,Brooklyn,65.0,6.0,June,2.0,Sunday,6.0,24,1,Medium,9.0,6-10,OTHER,0,NY,Passenger,RD,61945.0,723.0,1.0,0,1-2,Standard,0,36,1
8169652310,KPB9925,NJ,PAS,2013-09-27,40,SDN,JEEP,GRAY,2013.0,Fire Hydrant,BROADWAY,Manhattan,115.0,9.0,September,3.0,Friday,4.0,39,0,High,1.0,0-5,OTHER,1,Tri-State,Passenger,BROADWAY,59700.0,710.0,1.0,0,1-2,Safety-Critical,0,36,1
7821787690,HCW7722,CT,COM,2014-02-27,14,DELV,OTHER,BLACK,2001.0,No Standing - Day/Time Limits,5TH AVE,Bronx,115.0,2.0,February,1.0,Thursday,3.0,9,0,High,13.0,11-15,Commercial,1,Tri-State,Other,AVE,58895.0,683.0,1.0,0,1-2,Standard,1,36,1
9437615311,ZRW5622,NY,com,,38,SUBN,OTHER,SILVER,2003.0,Failure to Display Muni Meter Receipt,COLUMBUS AVE,Bronx,65.0,,,,,,,0,Medium,11.0,11-15,Passenger,0,NY,Other,AVE,54800.0,650.0,1.0,0,1-2,Standard,0,29,1
7930564616,BZA2726,NY,PAS,,14,SUV,HYUNDAI,BLACK,2003.0,No Standing - Day/Time Limits,HILLSIDE AVE,Manhattan,115.0,,,,,,,0,High,11.0,11-15,OTHER,0,NY,Passenger,AVE,58535.0,679.0,1.0,0,1-2,Standard,1,29,1
5848575020,YCM6497,NY,PAS,2014-04-27,40,SUV,TOYOTA,,2002.0,Fire Hydrant,RICHMOND AVE,Queens,115.0,4.0,April,2.0,Sunday,6.0,17,1,High,12.0,11-15,OTHER,0,NY,Passenger,AVE,58315.0,661.0,1.0,0,1-2,Safety-Critical,0,35,1
4910510841,VDY0173,UNKNOWN,COM,,14,delv,OTHER,GRAY,2014.0,No Standing - Day/Time Limits,FLATBUSH AVE,Brooklyn,115.0,,,,,,,0,High,0.0,0-5,OTHER,1,Other,Other,AVE,58250.0,690.0,1.0,0,1-2,Standard,1,29,1
5155958091,NAC0129,NY,PAS,,14,SUV,AUDI,WHITE,2003.0,No Standing - Day/Time Limits,ATLANTIC AVE,Manhattan,115.0,,,,,,,0,High,11.0,11-15,OTHER,0,NY,Passenger,AVE,56870.0,658.0,1.0,0,1-2,Standard,1,29,1
2427195224,XBR1142,NY,COM,,98,SUV,BMW,SILVER,2001.0,Blocking Intersection,MADISON AVE,Staten Island,115.0,,,,,,,0,High,13.0,11-15,OTHER,0,NY,Other,AVE,58890.0,676.0,1.0,0,1-2,Standard,0,29,1
4655073624,KDQ1904,NY,,2013-10-19,71,VAN,MERCEDES,SILVER,,Inspection Sticker Expired,MADISON AVE,Manhattan,65.0,10.0,October,4.0,Saturday,5.0,42,1,Medium,,,Commercial,0,NY,Other,AVE,58890.0,676.0,1.0,0,1-2,Standard,1,32,1
4790265665,JKR6701,NY,PAS,2013-07-21,20,SDN,DODGE,BLACK,2008.0,No Parking - Day/Time Limits,PARK AVE,Manhattan,65.0,7.0,July,3.0,Sunday,6.0,29,1,Medium,6.0,6-10,OTHER,0,NY,Passenger,AVE,57350.0,660.0,1.0,0,1-2,Standard,1,36,1
1184146454,LBB9999,NJ,OMS,2013-07-31,40,SUBN,HONDA,WHITE,2001.0,Fire Hydrant,BROADWAY,Queens,115.0,7.0,July,3.0,Wednesday,2.0,31,0,High,13.0,11-15,Passenger,1,Tri-State,Other,BROADWAY,59700.0,710.0,1.0,0,1-2,Safety-Critical,0,36,1
8737905382,MZF5579,NY,COM,2014-01-20,71,SUV,TOYOTA,BLACK,2008.0,Inspection Sticker Expired,LEXINGTON AVE,Queens,65.0,1.0,January,1.0,Monday,0.0,4,0,Medium,6.0,6-10,OTHER,0,NY,Other,AVE,59390.0,696.0,1.0,0,1-2,Standard,1,36,1
1996817103,LGE0160,NY,PAS,2014-03-17,21,SUV,HYUNDAI,GRAY,2014.0,No Parking - Street Cleaning,FULTON ST,Manhattan,65.0,3.0,March,1.0,Monday,0.0,12,0,Medium,0.0,0-5,OTHER,0,NY,Passenger,ST,58275.0,675.0,1.0,0,1-2,Standard,1,36,1
5116560057,XPW6410,NY,SRF,,40,VAN,LEXUS,WHITE,2010.0,Fire Hydrant,,Queens,115.0,,,,,,,0,High,4.0,0-5,Commercial,0,NY,Other,,,,1.0,0,1-2,Safety-Critical,0,25,1
